NO;ULASAN;TANGGAL;LABEL;case_folding;remove_puctuation;tokenize;stemming;stopwords;empty_token
23;Suasana tempatnya nyaman, harga makanannya pun cenderung terjangkau, pelayanannya  cukup baik dengan fasilitas penunjang seperti toilet dan wifi yang baik. Namun, untuk kualitas makanannya terkadang kurang baik.  Waktu itu saya pernah memesan steak dengan daging yang kualitasnya kurang segar. Mungkin untuk kedepannya kualitas makanan bisa lebih ditingkatkan lagi. Dan jika kesini pada saat akhir pekan atau sedang ramai, parkirnya susah;8 bulan lalu;1;suasana tempatnya nyaman, harga makanannya pun cenderung terjangkau, pelayanannya  cukup baik dengan fasilitas penunjang seperti toilet dan wifi yang baik. namun, untuk kualitas makanannya terkadang kurang baik.  waktu itu saya pernah memesan steak dengan daging yang kualitasnya kurang segar. mungkin untuk kedepannya kualitas makanan bisa lebih ditingkatkan lagi. dan jika kesini pada saat akhir pekan atau sedang ramai, parkirnya susah;suasana tempatnya nyaman  harga makanannya pun cenderung terjangkau  pelayanannya  cukup baik dengan fasilitas penunjang seperti toilet dan wifi yang baik  namun  untuk kualitas makanannya terkadang kurang baik   waktu itu saya pernah memesan steak dengan daging yang kualitasnya kurang segar  mungkin untuk kedepannya kualitas makanan bisa lebih ditingkatkan lagi  dan jika kesini pada saat akhir pekan atau sedang ramai  parkirnya susah;['suasana', 'tempatnya', 'nyaman', 'harga', 'makanannya', 'pun', 'cenderung', 'terjangkau', 'pelayanannya', 'cukup', 'baik', 'dengan', 'fasilitas', 'penunjang', 'seperti', 'toilet', 'dan', 'wifi', 'yang', 'baik', 'namun', 'untuk', 'kualitas', 'makanannya', 'terkadang', 'kurang', 'baik', 'waktu', 'itu', 'saya', 'pernah', 'memesan', 'steak', 'dengan', 'daging', 'yang', 'kualitasnya', 'kurang', 'segar', 'mungkin', 'untuk', 'kedepannya', 'kualitas', 'makanan', 'bisa', 'lebih', 'ditingkatkan', 'lagi', 'dan', 'jika', 'kesini', 'pada', 'saat', 'akhir', 'pekan', 'atau', 'sedang', 'ramai', 'parkirnya', 'susah'];['suasana', 'tempat', 'nyaman', 'harga', 'makan', 'pun', 'cenderung', 'jangkau', 'layan', 'cukup', 'baik', 'dengan', 'fasilitas', 'tunjang', 'seperti', 'toilet', 'dan', 'wifi', 'yang', 'baik', 'namun', 'untuk', 'kualitas', 'makan', 'terkadang', 'kurang', 'baik', 'waktu', 'itu', 'saya', 'pernah', 'mes', 'steak', 'dengan', 'daging', 'yang', 'kualitas', 'kurang', 'segar', 'mungkin', 'untuk', 'depan', 'kualitas', 'makan', 'bisa', 'lebih', 'tingkat', 'lagi', 'dan', 'jika', 'kesini', 'pada', 'saat', 'akhir', 'pekan', 'atau', 'sedang', 'ramai', 'parkir', 'susah'];['suasana', 'tempat', 'nyaman', 'harga', 'makan', '', 'cenderung', 'jangkau', 'layan', 'cukup', 'baik', '', 'fasilitas', 'tunjang', '', 'toilet', '', 'wifi', '', 'baik', '', '', 'kualitas', 'makan', 'terkadang', 'kurang', 'baik', 'waktu', '', '', 'pernah', 'mes', 'steak', '', 'daging', '', 'kualitas', 'kurang', 'segar', 'mungkin', '', 'depan', 'kualitas', 'makan', '', 'lebih', 'tingkat', '', '', '', 'kesini', '', '', 'akhir', 'pekan', '', 'sedang', 'ramai', 'parkir', 'susah'];suasana tempat nyaman harga makan cenderung jangkau layan cukup baik fasilitas tunjang toilet wifi baik kualitas makan terkadang kurang baik waktu pernah mes steak daging kualitas kurang segar mungkin depan kualitas makan lebih tingkat kesini akhir pekan sedang ramai parkir susah
24;Tempat yang nyaman, bersih, pelayanan Oke dan menu-menu yang enak...mau makan steak ke Al-ghiff saja;7 bulan lalu;0;tempat yang nyaman, bersih, pelayanan oke dan menu-menu yang enak...mau makan steak ke al-ghiff saja;tempat yang nyaman  bersih  pelayanan oke dan menu menu yang enak   mau makan steak ke al ghiff saja;['tempat', 'yang', 'nyaman', 'bersih', 'pelayanan', 'oke', 'dan', 'menu', 'menu', 'yang', 'enak', 'mau', 'makan', 'steak', 'ke', 'al', 'ghiff', 'saja'];['tempat', 'yang', 'nyaman', 'bersih', 'layan', 'oke', 'dan', 'menu', 'menu', 'yang', 'enak', 'mau', 'makan', 'steak', 'ke', 'al', 'ghiff', 'saja'];['tempat', '', 'nyaman', 'bersih', 'layan', 'oke', '', 'menu', 'menu', '', 'enak', 'mau', 'makan', 'steak', '', 'al', 'ghiff', ''];tempat nyaman bersih layan oke menu menu enak mau makan steak al ghiff
25;Ini kedua kalinya aku punya pengalaman buruk karena makan steak yang dagingnya tidak segar. Aku punya alergi daging basi, kalau makan daging yang tidak fresh jari jari tangan jadi gatel banget. Dan itu terjadi setelah makan steak Al-Ghiff. Sialnya setiap kali kesini pas lagi laper lapernya. Dan rasa basi dagingnya ketutup saus steak,  tapi pas di tengah tenggorokan baru kerasa baunya. Hari ini aku lagi tidak nafsu makan berharap bisa kasih stimulus kalo makan di Al-Ghiff tidak tahunya dagingnya tidak segar. Jujur aku kecewa, tidak lagi untuk yang ketiga kalinya;8 bulan lalu;1;ini kedua kalinya aku punya pengalaman buruk karena makan steak yang dagingnya tidak segar. aku punya alergi daging basi, kalau makan daging yang tidak fresh jari jari tangan jadi gatel banget. dan itu terjadi setelah makan steak al-ghiff. sialnya setiap kali kesini pas lagi laper lapernya. dan rasa basi dagingnya ketutup saus steak,  tapi pas di tengah tenggorokan baru kerasa baunya. hari ini aku lagi tidak nafsu makan berharap bisa kasih stimulus kalo makan di al-ghiff tidak tahunya dagingnya tidak segar. jujur aku kecewa, tidak lagi untuk yang ketiga kalinya;ini kedua kalinya aku punya pengalaman buruk karena makan steak yang dagingnya tidak segar  aku punya alergi daging basi  kalau makan daging yang tidak fresh jari jari tangan jadi gatel banget  dan itu terjadi setelah makan steak al ghiff  sialnya setiap kali kesini pas lagi laper lapernya  dan rasa basi dagingnya ketutup saus steak   tapi pas di tengah tenggorokan baru kerasa baunya  hari ini aku lagi tidak nafsu makan berharap bisa kasih stimulus kalo makan di al ghiff tidak tahunya dagingnya tidak segar  jujur aku kecewa  tidak lagi untuk yang ketiga kalinya;['ini', 'kedua', 'kalinya', 'aku', 'punya', 'pengalaman', 'buruk', 'karena', 'makan', 'steak', 'yang', 'dagingnya', 'tidak', 'segar', 'aku', 'punya', 'alergi', 'daging', 'basi', 'kalau', 'makan', 'daging', 'yang', 'tidak', 'fresh', 'jari', 'jari', 'tangan', 'jadi', 'gatel', 'banget', 'dan', 'itu', 'terjadi', 'setelah', 'makan', 'steak', 'al', 'ghiff', 'sialnya', 'setiap', 'kali', 'kesini', 'pas', 'lagi', 'laper', 'lapernya', 'dan', 'rasa', 'basi', 'dagingnya', 'ketutup', 'saus', 'steak', 'tapi', 'pas', 'di', 'tengah', 'tenggorokan', 'baru', 'kerasa', 'baunya', 'hari', 'ini', 'aku', 'lagi', 'tidak', 'nafsu', 'makan', 'berharap', 'bisa', 'kasih', 'stimulus', 'kalo', 'makan', 'di', 'al', 'ghiff', 'tidak', 'tahunya', 'dagingnya', 'tidak', 'segar', 'jujur', 'aku', 'kecewa', 'tidak', 'lagi', 'untuk', 'yang', 'ketiga', 'kalinya'];['ini', 'dua', 'kali', 'aku', 'punya', 'alam', 'buruk', 'karena', 'makan', 'steak', 'yang', 'daging', 'tidak', 'segar', 'aku', 'punya', 'alergi', 'daging', 'basi', 'kalau', 'makan', 'daging', 'yang', 'tidak', 'fresh', 'jari', 'jari', 'tangan', 'jadi', 'gatel', 'banget', 'dan', 'itu', 'jadi', 'telah', 'makan', 'steak', 'al', 'ghiff', 'sial', 'tiap', 'kali', 'kesini', 'pas', 'lagi', 'laper', 'lapernya', 'dan', 'rasa', 'basi', 'daging', 'tutup', 'saus', 'steak', 'tapi', 'pas', 'di', 'tengah', 'tenggorok', 'baru', 'rasa', 'bau', 'hari', 'ini', 'aku', 'lagi', 'tidak', 'nafsu', 'makan', 'harap', 'bisa', 'kasih', 'stimulus', 'kalo', 'makan', 'di', 'al', 'ghiff', 'tidak', 'tahu', 'daging', 'tidak', 'segar', 'jujur', 'aku', 'kecewa', 'tidak', 'lagi', 'untuk', 'yang', 'tiga', 'kali'];['', '', 'kali', 'aku', 'punya', 'alam', 'buruk', '', 'makan', 'steak', '', 'daging', 'tidak', 'segar', 'aku', 'punya', 'alergi', 'daging', 'basi', 'kalau', 'makan', 'daging', '', 'tidak', 'fresh', 'jari', 'jari', 'tangan', 'jadi', 'gatel', 'banget', '', '', 'jadi', '', 'makan', 'steak', 'al', 'ghiff', 'sial', 'tiap', 'kali', 'kesini', 'pas', '', 'laper', 'lapernya', '', 'rasa', 'basi', 'daging', 'tutup', 'saus', 'steak', '', 'pas', '', 'tengah', 'tenggorok', 'baru', 'rasa', 'bau', 'hari', '', 'aku', '', 'tidak', 'nafsu', 'makan', 'harap', '', 'kasih', 'stimulus', 'kalo', 'makan', '', 'al', 'ghiff', 'tidak', 'tahu', 'daging', 'tidak', 'segar', 'jujur', 'aku', 'kecewa', 'tidak', '', '', '', 'tiga', 'kali'];kali aku punya alam buruk makan steak daging tidak segar aku punya alergi daging basi kalau makan daging tidak fresh jari jari tangan jadi gatel banget jadi makan steak al ghiff sial tiap kali kesini pas laper lapernya rasa basi daging tutup saus steak pas tengah tenggorok baru rasa bau hari aku tidak nafsu makan harap kasih stimulus kalo makan al ghiff tidak tahu daging tidak segar jujur aku kecewa tidak tiga kali
26;Nyaman, murah, kenyang, cepat pelayanannya;sebulan yang lalu;0;nyaman, murah, kenyang, cepat pelayanannya;nyaman  murah  kenyang  cepat pelayanannya;['nyaman', 'murah', 'kenyang', 'cepat', 'pelayanannya'];['nyaman', 'murah', 'kenyang', 'cepat', 'layan'];['nyaman', 'murah', 'kenyang', 'cepat', 'layan'];nyaman murah kenyang cepat layan
27;Asli enak;sebulan yang lalu;0;asli enak;asli enak;['asli', 'enak'];['asli', 'enak'];['asli', 'enak'];asli enak
28;Yang paling saya suka dari Al-ghiff adalah karena diluar ruangan. Kita menikmati steak ditemani angin sepoi-sepoi. Awal 2012 pertama kali kesini harga murah dan rasa pas di lidah. Favorit saya kalau kesini itu sunny chicken steak, tau kenapa?? Porsi mengenyangkan ! kantong anak indekos.   Namun belakangan kesini lagi akhir Desember 2018 pesan dengan menu favorit, teman menu lain. Dan kita sepakat bahwa Rasa bergeser ! Bukan berubah ya.  konsumen memaklumi pasti faktor produksi . Walaupun begitu pengunjung disini tetap rame , alhamdulilah artinya steak Al-Ghiff masih menjadi pilihan tempat makan, tempat kumpul bagi konsumen Cirebon  dan sekitarnya. lokasinya strategis.  Untuk kalian pendatang yang ingin menikmati menu di Al-Ghiff lokasi mudah dicari, tempatnya ada di belakang Masjid At-taqwa kota Cirebon.;setahun yang lalu;1;yang paling saya suka dari al-ghiff adalah karena diluar ruangan. kita menikmati steak ditemani angin sepoi-sepoi. awal 2012 pertama kali kesini harga murah dan rasa pas di lidah. favorit saya kalau kesini itu sunny chicken steak, tau kenapa?? porsi mengenyangkan ! kantong anak indekos.   namun belakangan kesini lagi akhir desember 2018 pesan dengan menu favorit, teman menu lain. dan kita sepakat bahwa rasa bergeser ! bukan berubah ya.  konsumen memaklumi pasti faktor produksi . walaupun begitu pengunjung disini tetap rame , alhamdulilah artinya steak al-ghiff masih menjadi pilihan tempat makan, tempat kumpul bagi konsumen cirebon  dan sekitarnya. lokasinya strategis.  untuk kalian pendatang yang ingin menikmati menu di al-ghiff lokasi mudah dicari, tempatnya ada di belakang masjid at-taqwa kota cirebon.;yang paling saya suka dari al ghiff adalah karena diluar ruangan  kita menikmati steak ditemani angin sepoi sepoi  awal  pertama kali kesini harga murah dan rasa pas di lidah  favorit saya kalau kesini itu sunny chicken steak  tau kenapa   porsi mengenyangkan   kantong anak indekos    namun belakangan kesini lagi akhir desember  pesan dengan menu favorit  teman menu lain  dan kita sepakat bahwa rasa bergeser   bukan berubah ya   konsumen memaklumi pasti faktor produksi   walaupun begitu pengunjung disini tetap rame   alhamdulilah artinya steak al ghiff masih menjadi pilihan tempat makan  tempat kumpul bagi konsumen cirebon  dan sekitarnya  lokasinya strategis   untuk kalian pendatang yang ingin menikmati menu di al ghiff lokasi mudah dicari  tempatnya ada di belakang masjid at taqwa kota cirebon ;['yang', 'paling', 'saya', 'suka', 'dari', 'al', 'ghiff', 'adalah', 'karena', 'diluar', 'ruangan', 'kita', 'menikmati', 'steak', 'ditemani', 'angin', 'sepoi', 'sepoi', 'awal', 'pertama', 'kali', 'kesini', 'harga', 'murah', 'dan', 'rasa', 'pas', 'di', 'lidah', 'favorit', 'saya', 'kalau', 'kesini', 'itu', 'sunny', 'chicken', 'steak', 'tau', 'kenapa', 'porsi', 'mengenyangkan', 'kantong', 'anak', 'indekos', 'namun', 'belakangan', 'kesini', 'lagi', 'akhir', 'desember', 'pesan', 'dengan', 'menu', 'favorit', 'teman', 'menu', 'lain', 'dan', 'kita', 'sepakat', 'bahwa', 'rasa', 'bergeser', 'bukan', 'berubah', 'ya', 'konsumen', 'memaklumi', 'pasti', 'faktor', 'produksi', 'walaupun', 'begitu', 'pengunjung', 'disini', 'tetap', 'rame', 'alhamdulilah', 'artinya', 'steak', 'al', 'ghiff', 'masih', 'menjadi', 'pilihan', 'tempat', 'makan', 'tempat', 'kumpul', 'bagi', 'konsumen', 'cirebon', 'dan', 'sekitarnya', 'lokasinya', 'strategis', 'untuk', 'kalian', 'pendatang', 'yang', 'ingin', 'menikmati', 'menu', 'di', 'al', 'ghiff', 'lokasi', 'mudah', 'dicari', 'tempatnya', 'ada', 'di', 'belakang', 'masjid', 'at', 'taqwa', 'kota', 'cirebon'];['yang', 'paling', 'saya', 'suka', 'dari', 'al', 'ghiff', 'adalah', 'karena', 'luar', 'ruang', 'kita', 'nikmat', 'steak', 'tani', 'angin', 'sepoi', 'sepoi', 'awal', 'pertama', 'kali', 'kesini', 'harga', 'murah', 'dan', 'rasa', 'pas', 'di', 'lidah', 'favorit', 'saya', 'kalau', 'kesini', 'itu', 'sunny', 'chicken', 'steak', 'tau', 'kenapa', 'porsi', 'kenyang', 'kantong', 'anak', 'indekos', 'namun', 'belakang', 'kesini', 'lagi', 'akhir', 'desember', 'pesan', 'dengan', 'menu', 'favorit', 'teman', 'menu', 'lain', 'dan', 'kita', 'sepakat', 'bahwa', 'rasa', 'geser', 'bukan', 'ubah', 'ya', 'konsumen', 'maklum', 'pasti', 'faktor', 'produksi', 'walaupun', 'begitu', 'unjung', 'sini', 'tetap', 'rame', 'alhamdulilah', 'arti', 'steak', 'al', 'ghiff', 'masih', 'jadi', 'pilih', 'tempat', 'makan', 'tempat', 'kumpul', 'bagi', 'konsumen', 'cirebon', 'dan', 'sekitar', 'lokasi', 'strategis', 'untuk', 'kalian', 'datang', 'yang', 'ingin', 'nikmat', 'menu', 'di', 'al', 'ghiff', 'lokasi', 'mudah', 'cari', 'tempat', 'ada', 'di', 'belakang', 'masjid', 'at', 'taqwa', 'kota', 'cirebon'];['', 'paling', '', 'suka', '', 'al', 'ghiff', '', '', 'luar', 'ruang', '', 'nikmat', 'steak', 'tani', 'angin', 'sepoi', 'sepoi', 'awal', 'pertama', 'kali', 'kesini', 'harga', 'murah', '', 'rasa', 'pas', '', 'lidah', 'favorit', '', 'kalau', 'kesini', '', 'sunny', 'chicken', 'steak', 'tau', '', 'porsi', 'kenyang', 'kantong', 'anak', 'indekos', '', 'belakang', 'kesini', '', 'akhir', 'desember', 'pesan', '', 'menu', 'favorit', 'teman', 'menu', '', '', '', 'sepakat', '', 'rasa', 'geser', 'bukan', 'ubah', '', 'konsumen', 'maklum', '', 'faktor', 'produksi', 'walaupun', '', 'unjung', 'sini', 'tetap', 'rame', 'alhamdulilah', 'arti', 'steak', 'al', 'ghiff', '', 'jadi', 'pilih', 'tempat', 'makan', 'tempat', 'kumpul', '', 'konsumen', 'cirebon', '', '', 'lokasi', 'strategis', '', 'kalian', 'datang', '', '', 'nikmat', 'menu', '', 'al', 'ghiff', 'lokasi', 'mudah', 'cari', 'tempat', '', '', 'belakang', 'masjid', 'at', 'taqwa', 'kota', 'cirebon'];paling suka al ghiff luar ruang nikmat steak tani angin sepoi sepoi awal pertama kali kesini harga murah rasa pas lidah favorit kalau kesini sunny chicken steak tau porsi kenyang kantong anak indekos belakang kesini akhir desember pesan menu favorit teman menu sepakat rasa geser bukan ubah konsumen maklum faktor produksi walaupun unjung sini tetap rame alhamdulilah arti steak al ghiff jadi pilih tempat makan tempat kumpul konsumen cirebon lokasi strategis kalian datang nikmat menu al ghiff lokasi mudah cari tempat belakang masjid at taqwa kota cirebon
29;Menunya banyak, enak dan murah meriah;3 bulan lalu;0;menunya banyak, enak dan murah meriah;menunya banyak  enak dan murah meriah;['menunya', 'banyak', 'enak', 'dan', 'murah', 'meriah'];['menu', 'banyak', 'enak', 'dan', 'murah', 'riah'];['menu', 'banyak', 'enak', '', 'murah', 'riah'];menu banyak enak murah riah
30;Kalau malam kesini oke... ada 2 lantai... kalau di atas ada kursi, di bawah bisa lesehan... kalau dilesehan itu ada pinggir kolam... sebenarnya asyik berasa asri , tetapi seperti tercium bau amis *apa perasaan saja   Parkir lumayan luas,, penuh dengan musik  ada kursi untuk balita yang tinggi itu... Harga lumayan bersahabat,, Rasa,, biasa saja ... Pilihan menu banyak... Kasih  4 cukup kali...  ;10 bulan lalu;0;kalau malam kesini oke... ada 2 lantai... kalau di atas ada kursi, di bawah bisa lesehan... kalau dilesehan itu ada pinggir kolam... sebenarnya asyik berasa asri , tetapi seperti tercium bau amis *apa perasaan saja   parkir lumayan luas,, penuh dengan musik  ada kursi untuk balita yang tinggi itu... harga lumayan bersahabat,, rasa,, biasa saja ... pilihan menu banyak... kasih  4 cukup kali...  ;kalau malam kesini oke    ada  lantai    kalau di atas ada kursi  di bawah bisa lesehan    kalau dilesehan itu ada pinggir kolam    sebenarnya asyik berasa asri   tetapi seperti tercium bau amis  apa perasaan saja   parkir lumayan luas   penuh dengan musik  ada kursi untuk balita yang tinggi itu    harga lumayan bersahabat   rasa   biasa saja     pilihan menu banyak    kasih   cukup kali     ;['kalau', 'malam', 'kesini', 'oke', 'ada', 'lantai', 'kalau', 'di', 'atas', 'ada', 'kursi', 'di', 'bawah', 'bisa', 'lesehan', 'kalau', 'dilesehan', 'itu', 'ada', 'pinggir', 'kolam', 'sebenarnya', 'asyik', 'berasa', 'asri', 'tetapi', 'seperti', 'tercium', 'bau', 'amis', 'apa', 'perasaan', 'saja', 'parkir', 'lumayan', 'luas', 'penuh', 'dengan', 'musik', 'ada', 'kursi', 'untuk', 'balita', 'yang', 'tinggi', 'itu', 'harga', 'lumayan', 'bersahabat', 'rasa', 'biasa', 'saja', 'pilihan', 'menu', 'banyak', 'kasih', 'cukup', 'kali'];['kalau', 'malam', 'kesini', 'oke', 'ada', 'lantai', 'kalau', 'di', 'atas', 'ada', 'kursi', 'di', 'bawah', 'bisa', 'leseh', 'kalau', 'leseh', 'itu', 'ada', 'pinggir', 'kolam', 'benar', 'asyik', 'asa', 'asri', 'tetapi', 'seperti', 'cium', 'bau', 'amis', 'apa', 'asa', 'saja', 'parkir', 'lumayan', 'luas', 'penuh', 'dengan', 'musik', 'ada', 'kursi', 'untuk', 'balita', 'yang', 'tinggi', 'itu', 'harga', 'lumayan', 'sahabat', 'rasa', 'biasa', 'saja', 'pilih', 'menu', 'banyak', 'kasih', 'cukup', 'kali'];['kalau', 'malam', 'kesini', 'oke', '', 'lantai', 'kalau', '', 'atas', '', 'kursi', '', 'bawah', '', 'leseh', 'kalau', 'leseh', '', '', 'pinggir', 'kolam', 'benar', 'asyik', 'asa', 'asri', '', '', 'cium', 'bau', 'amis', 'apa', 'asa', '', 'parkir', 'lumayan', 'luas', 'penuh', '', 'musik', '', 'kursi', '', 'balita', '', 'tinggi', '', 'harga', 'lumayan', 'sahabat', 'rasa', 'biasa', '', 'pilih', 'menu', 'banyak', 'kasih', 'cukup', 'kali'];kalau malam kesini oke lantai kalau atas kursi bawah leseh kalau leseh pinggir kolam benar asyik asa asri cium bau amis apa asa parkir lumayan luas penuh musik kursi balita tinggi harga lumayan sahabat rasa biasa pilih menu banyak kasih cukup kali
31;Makanannya enak enak;4 bulan lalu;0;makanannya enak enak;makanannya enak enak;['makanannya', 'enak', 'enak'];['makan', 'enak', 'enak'];['makan', 'enak', 'enak'];makan enak enak
32;Makanannya sedap & enak..  Tempatnya juga nyaman.. ;6 bulan lalu;0;makanannya sedap & enak..  tempatnya juga nyaman.. ;makanannya sedap   enak    tempatnya juga nyaman   ;['makanannya', 'sedap', 'enak', 'tempatnya', 'juga', 'nyaman'];['makan', 'sedap', 'enak', 'tempat', 'juga', 'nyaman'];['makan', 'sedap', 'enak', 'tempat', '', 'nyaman'];makan sedap enak tempat nyaman
33;Lumayan untuk standar steak harga murah, rasa hore. Ditambah ada wifi dan parkiran yang luas.;8 bulan lalu;0;lumayan untuk standar steak harga murah, rasa hore. ditambah ada wifi dan parkiran yang luas.;lumayan untuk standar steak harga murah  rasa hore  ditambah ada wifi dan parkiran yang luas ;['lumayan', 'untuk', 'standar', 'steak', 'harga', 'murah', 'rasa', 'hore', 'ditambah', 'ada', 'wifi', 'dan', 'parkiran', 'yang', 'luas'];['lumayan', 'untuk', 'standar', 'steak', 'harga', 'murah', 'rasa', 'hore', 'tambah', 'ada', 'wifi', 'dan', 'parkir', 'yang', 'luas'];['lumayan', '', 'standar', 'steak', 'harga', 'murah', 'rasa', 'hore', 'tambah', '', 'wifi', '', 'parkir', '', 'luas'];lumayan standar steak harga murah rasa hore tambah wifi parkir luas
34;Ini salah satu tempat makan steak dan iga yang paling rekomendasi di kota Cirebon, letaknya strategis,tempatnya nyaman..makanannya enak;9 bulan lalu;0;ini salah satu tempat makan steak dan iga yang paling rekomendasi di kota cirebon, letaknya strategis,tempatnya nyaman..makanannya enak;ini salah satu tempat makan steak dan iga yang paling rekomendasi di kota cirebon  letaknya strategis tempatnya nyaman  makanannya enak;['ini', 'salah', 'satu', 'tempat', 'makan', 'steak', 'dan', 'iga', 'yang', 'paling', 'rekomendasi', 'di', 'kota', 'cirebon', 'letaknya', 'strategis', 'tempatnya', 'nyaman', 'makanannya', 'enak'];['ini', 'salah', 'satu', 'tempat', 'makan', 'steak', 'dan', 'iga', 'yang', 'paling', 'rekomendasi', 'di', 'kota', 'cirebon', 'letak', 'strategis', 'tempat', 'nyaman', 'makan', 'enak'];['', 'salah', 'satu', 'tempat', 'makan', 'steak', '', 'iga', '', 'paling', 'rekomendasi', '', 'kota', 'cirebon', 'letak', 'strategis', 'tempat', 'nyaman', 'makan', 'enak'];salah satu tempat makan steak iga paling rekomendasi kota cirebon letak strategis tempat nyaman makan enak
35;steaknya gosong, tingkatkan kualitas memasaknya;3 bulan lalu;1;steaknya gosong, tingkatkan kualitas memasaknya;steaknya gosong  tingkatkan kualitas memasaknya;['steaknya', 'gosong', 'tingkatkan', 'kualitas', 'memasaknya'];['steaknya', 'gosong', 'tingkat', 'kualitas', 'masak'];['steaknya', 'gosong', 'tingkat', 'kualitas', 'masak'];steaknya gosong tingkat kualitas masak
